"fips","year","variable_name","value","dimension","index","indicator","metric"
"42","2021","percDailyVegLessThanOne","19.4","health","physical health","nutritious diets","Percent low daily vegetable consumption"
"42","2021","percDailyFruitLessThanOne","39.4","health","physical health","nutritious diets","Percent low daily fruit consumption"
"44","2017","percDailyVegLessThanOne","17.9","health","physical health","nutritious diets","Percent low daily vegetable consumption"
"44","2017","percDailyFruitLessThanOne","33.7","health","physical health","nutritious diets","Percent low daily fruit consumption"
"44","2019","percDailyFruitLessThanOne","36.1","health","physical health","nutritious diets","Percent low daily fruit consumption"
"44","2019","percDailyVegLessThanOne","20.6","health","physical health","nutritious diets","Percent low daily vegetable consumption"
"44","2021","percDailyFruitLessThanOne","35.5","health","physical health","nutritious diets","Percent low daily fruit consumption"
"44","2021","percDailyVegLessThanOne","19.7","health","physical health","nutritious diets","Percent low daily vegetable consumption"
"50","2017","percDailyVegLessThanOne","12.9","health","physical health","nutritious diets","Percent low daily vegetable consumption"
"50","2017","percDailyFruitLessThanOne","29.7","health","physical health","nutritious diets","Percent low daily fruit consumption"
"50","2019","percDailyVegLessThanOne","12.7","health","physical health","nutritious diets","Percent low daily vegetable consumption"
"50","2019","percDailyFruitLessThanOne","32","health","physical health","nutritious diets","Percent low daily fruit consumption"
"50","2021","percDailyFruitLessThanOne","34.4","health","physical health","nutritious diets","Percent low daily fruit consumption"
"50","2021","percDailyVegLessThanOne","14.1","health","physical health","nutritious diets","Percent low daily vegetable consumption"
"09001","2020","heartDisease","5.5","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"09003","2020","heartDisease","6.1","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"09005","2020","heartDisease","6.8","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"09007","2020","heartDisease","6.4","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"09009","2020","heartDisease","6.5","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"09011","2020","heartDisease","6.7","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"09013","2020","heartDisease","5.7","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"09015","2020","heartDisease","6.8","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23001","2020","heartDisease","8","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23003","2020","heartDisease","10.5","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23005","2020","heartDisease","6.6","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23007","2020","heartDisease","8.4","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23009","2020","heartDisease","8.6","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23011","2020","heartDisease","8.3","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23013","2020","heartDisease","8.7","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23015","2020","heartDisease","9.1","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23017","2020","heartDisease","9.3","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23019","2020","heartDisease","8.1","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23021","2020","heartDisease","10.9","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23023","2020","heartDisease","7.7","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23025","2020","heartDisease","9.5","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23027","2020","heartDisease","8.6","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23029","2020","heartDisease","9.9","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"23031","2020","heartDisease","7.7","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
"25001","2020","heartDisease","8.2","health","physical health","prevalence of diet-related disease","Heart disease prevalence"
